step,temp/denormalized_mae,temp/denormalized_mse,temp/denormalized_r2,temp/denormalized_rmse,temp/mae,temp/mse,temp/psnr,temp/rmse,temp/ssim,prec/denormalized_mae,prec/denormalized_mse,prec/denormalized_r2,prec/denormalized_rmse,prec/mae,prec/mse,prec/psnr,prec/rmse,prec/ssim,tmax/denormalized_mae,tmax/denormalized_mse,tmax/denormalized_r2,tmax/denormalized_rmse,tmax/mae,tmax/mse,tmax/psnr,tmax/rmse,tmax/ssim,tmin/denormalized_mae,tmin/denormalized_mse,tmin/denormalized_r2,tmin/denormalized_rmse,tmin/mae,tmin/mse,tmin/psnr,tmin/rmse,tmin/ssim
38597,0.5611040592193604,4.976473331451416,0.8554669618606567,1.942866325378418,0.0136705562472343,0.0020517569500952,26.87480735778809,0.0451647117733955,0.9471561908721924,2.2445764541625977,94.6996841430664,0.9194856286048888,6.4685378074646,0.0023656426928937,8.381342922803015e-05,40.33454895019531,0.0088898101821541,0.982707679271698,0.5477502942085266,4.442238807678223,0.904303252696991,1.84759533405304,0.0128586282953619,0.001809858251363,27.40682411193848,0.0424675084650516,0.9492008090019226,0.5185619592666626,4.507527828216553,0.8347764015197754,1.849721908569336,0.0136425625532865,0.0022160487715154,26.50191307067871,0.0470261834561824,0.949271559715271
41354,0.5404285490512848,4.586174488067627,0.8654747605323792,1.867750883102417,0.0133117078803479,0.0019678240059873998,27.05953025817871,0.0442227162420749,0.9480612874031067,2.277961015701294,89.78472900390625,0.9142962098121644,6.387882232666016,0.0024461424909532,8.324935333803296e-05,40.35950469970703,0.0088621657341718,0.9817864894866944,0.5509089231491089,4.476188659667969,0.9030196666717528,1.8551198244094849,0.0124765820801258,0.0017366716638207,27.585670471191406,0.0416010245680809,0.9525200724601746,0.5305327773094177,4.555757999420166,0.831845223903656,1.8617126941680908,0.013508565723896,0.0021211700513958,26.69137191772461,0.0460100024938583,0.9506702423095704
44111,0.5197530388832092,4.195875644683838,0.8754825592041016,1.792635440826416,0.0129528595134615,0.0018838910618796,27.244253158569336,0.0432807207107543,0.948966383934021,2.204406499862671,90.2715835571289,0.9207645058631896,6.343834400177002,0.002261126646772,7.938905764603987e-05,40.564056396484375,0.0086547695100307,0.983736515045166,0.5445711612701416,4.437648773193359,0.9039775729179382,1.8443453311920168,0.0122738750651478,0.0016808873042464,27.727304458618164,0.040927805006504,0.953458845615387,0.5161613821983337,4.382749557495117,0.8383044004440308,1.8247947692871092,0.0131777003407478,0.0020430216100066,26.854019165039062,0.0451554730534553,0.952622890472412
46868,0.5256322026252747,4.260454893112183,0.873478502035141,1.8050297498703003,0.012794916518032499,0.0018030938226728998,27.43958854675293,0.04233041591942305,0.9490638673305511,2.183907985687256,88.30680084228516,0.9208351969718932,6.257610321044922,0.0022376719862222,7.77138484409079e-05,40.65570068359375,0.0085634309798479,0.9844585061073304,0.5335022211074829,4.331690311431885,0.9059528708457948,1.821561813354492,0.0124405417591333,0.0016384000191465,27.838178634643555,0.0404079519212245,0.9499816298484802,0.5110071301460266,4.389835357666016,0.8378552198410034,1.8250586986541748,0.0134322261437773,0.0019845014903694,26.979856491088867,0.0445050187408924,0.9479364156723022
49625,0.5315113663673401,4.325034141540527,0.8714744448661804,1.8174240589141848,0.0126369735226035,0.0017222965834662,27.634923934936523,0.0413801111280918,0.9491613507270812,2.183077573776245,88.17819213867188,0.92327082157135,6.252832889556885,0.0022598013747483,7.607959560118616e-05,40.74589157104492,0.008473833091557,0.984623372554779,0.5359817147254944,4.224670886993408,0.907307744026184,1.8030736446380613,0.012034598737955,0.0015939885051921,27.957387924194336,0.0398568361997604,0.954478919506073,0.5076425671577454,4.298302173614502,0.8406304121017456,1.8084750175476076,0.0128316907212138,0.0019196693319827,27.123947143554688,0.0437724106013774,0.9528814554214478
52382,0.5181287229061127,4.151108622550964,0.8760449290275574,1.78193598985672,0.01233582803979515,0.0016496604075654999,27.826133728027344,0.04048860818147655,0.9493438899517059,2.161144256591797,87.07938385009766,0.9218626022338868,6.21106481552124,0.002196469111368,7.470076525351033e-05,40.823089599609375,0.0083976788446307,0.9849268198013306,0.5209072828292847,4.018914699554443,0.9114307165145874,1.7590618133544922,0.0117184901610016,0.0015547065995633,28.06564712524414,0.0393629111349582,0.9553139209747314,0.4993878901004791,4.152313232421875,0.8456162810325623,1.7779052257537842,0.0125929461792111,0.0018625012598931,27.25526428222656,0.0431156605482101,0.952973484992981
55139,0.5047460794448853,3.977183103561402,0.8806154131889343,1.7464479207992554,0.0120346825569868,0.0015770242316648,28.017343521118164,0.0395971052348613,0.9495264291763306,2.167937994003296,83.93832397460938,0.9213072657585144,6.133941173553467,0.0022036591544747,7.376985013252124e-05,40.872833251953125,0.0083474228158593,0.9848564863204956,0.5111809372901917,3.843105316162109,0.9146624207496644,1.7226163148880005,0.011610415764153,0.0015275639016181,28.141542434692383,0.0390191189944744,0.955328643321991,0.4909264743328094,3.946753263473511,0.8534073829650879,1.7356781959533691,0.0125575102865695,0.0018187992973253,27.3581657409668,0.042607344686985,0.9528629779815674
57896,0.502717137336731,3.949525833129883,0.8813112676143646,1.74059396982193,0.011803069151937951,0.00152305793017145,28.17180824279785,0.0389064792543649,0.9498271346092224,2.1361184120178223,82.78557586669922,0.917574942111969,6.077951431274414,0.0021925624459981,7.257151446538046e-05,40.94293594360352,0.0082798460498452,0.9851081371307372,0.5121035575866699,3.84688949584961,0.9139875173568726,1.7245546579360962,0.0119771650061011,0.0015021510189399,28.21455192565918,0.0386928506195545,0.9505927562713624,0.4927681386470794,3.958191156387329,0.8519331216812134,1.7400556802749634,0.0128806484863162,0.0017783348448574,27.455656051635746,0.0421312563121318,0.947354257106781
60653,0.5006881952285767,3.921868562698364,0.8820071220397949,1.7347400188446045,0.0115714557468891,0.0014690916286781,28.32627296447754,0.0382158532738685,0.9501278400421144,2.139592170715332,82.4332504272461,0.92103111743927,6.067508697509766,0.0021781951654702,7.226681191241369e-05,40.95978164672852,0.0082631250843405,0.984975278377533,0.5046375393867493,3.660025358200073,0.9179503321647644,1.6850143671035769,0.0115137007087469,0.0014853028114885,28.26313781738281,0.0384761281311512,0.9544325470924376,0.482305109500885,3.7998361587524414,0.8585866093635559,1.705289006233215,0.0122362412512302,0.001747359521687,27.531906127929688,0.0417628660798072,0.953411877155304
63410,0.495415136218071,3.606349229812622,0.8903525173664093,1.6693052053451538,0.01143001904711125,0.0014072027406655,28.516043663024902,0.03739594668149945,0.9533862769603729,2.1400177478790283,83.45268249511719,0.9199728965759276,6.090634346008301,0.0021567812655121,7.10117892595008e-05,41.034141540527344,0.0081916647031903,0.9855173230171204,0.5118505358695984,3.796062707901001,0.9150843620300292,1.7135944366455078,0.0115910498425364,0.0014674518024548,28.31591415405273,0.0382436513900756,0.9528037309646606,0.4903804957866668,3.927459478378296,0.8534023761749268,1.7321646213531494,0.0122359870001673,0.0017167173791676,27.608497619628903,0.0413956418633461,0.9524829983711244
66167,0.4901420772075653,3.29082989692688,0.8986979126930237,1.6038703918457031,0.0112885823473334,0.0013453138526529,28.705814361572266,0.0365760400891304,0.9566447138786316,2.1374549865722656,82.99268341064453,0.9195371866226196,6.080508232116699,0.0021536878775805,7.050463318591937e-05,41.06364822387695,0.0081630973145365,0.985563337802887,0.5056807994842529,3.676189661026001,0.917244553565979,1.6887617111206057,0.0113960914313793,0.0014512264169752,28.363719940185547,0.0380326770246028,0.9543607234954834,0.4807248711585998,3.7796902656555176,0.8587313294410706,1.7013099193572998,0.0119532858952879,0.0016936367610469,27.667219161987305,0.0411165803670883,0.9540308713912964
68924,0.4772209972143173,3.2435683012008667,0.9001874923706055,1.5898438692092896,0.011080308817327,0.0013009991962462499,28.85457420349121,0.03596182167530055,0.9550257325172424,2.155910015106201,83.31732940673828,0.917445957660675,6.091383457183838,0.002158714691177,7.014942821115255e-05,41.08523941040039,0.0081425979733467,0.985539972782135,0.5013233423233032,3.608797550201416,0.9184184670448304,1.6742868423461914,0.0114981438964605,0.0014427630230784,28.38911819458008,0.0379216223955154,0.9529771208763124,0.4797936975955963,3.766348123550415,0.8589770197868347,1.6983119249343872,0.0121275885030627,0.0016774111427366,27.708953857421875,0.0409193187952041,0.9531266093254088
71681,0.4642999172210693,3.196306705474853,0.9016770720481871,1.575817346572876,0.0108720352873206,0.0012566845398396,29.00333404541016,0.0353476032614707,0.9534067511558532,2.133452177047729,82.31603240966797,0.9184824824333192,6.056097984313965,0.0021415951196104,6.983229104662314e-05,41.104278564453125,0.0081245135515928,0.9856664538383484,0.5015051960945129,3.650955438613892,0.9177960753440856,1.682460069656372,0.0114007135853171,0.0014349417760968,28.412647247314453,0.0378188714385032,0.9533112645149232,0.4809234738349914,3.830810785293579,0.856725811958313,1.7111088037490845,0.0121724335476756,0.0016671534394845,27.73543357849121,0.0407943874597549,0.951674461364746
74438,0.45963090658187866,3.107454776763916,0.9037438929080963,1.5565443634986877,0.010583872906863651,0.00121046311687675,29.16896343231201,0.0346856787800788,0.9562570452690125,2.123255729675293,82.01174926757812,0.920636773109436,6.041009426116943,0.0021431408822536,6.95169364917092e-05,41.12326049804688,0.0081064375117421,0.9856436252593994,0.5010024905204773,3.618518590927124,0.91814124584198,1.6760437488555908,0.0112394578754901,0.0014285598881542,28.431974411010746,0.0377347357571125,0.9542415142059326,0.4780768454074859,3.7572102546691895,0.8592550754547119,1.6962456703186035,0.0118667325004935,0.0016561289085075,27.764291763305664,0.0406591817736625,0.9544681310653688
77195,0.454961895942688,3.0186028480529785,0.9058107137680054,1.5372713804244995,0.0102957105264067,0.0011642416939139,29.334592819213867,0.0340237542986869,0.9591073393821716,2.1267354488372803,82.26006317138672,0.9207992553710938,6.0501627922058105,0.0021482836455106,6.947690417291597e-05,41.1262321472168,0.0081038875505328,0.98569917678833,0.4999383091926574,3.599890947341919,0.9186804890632628,1.6719422340393066,0.0111671462655067,0.0014263613848015,28.43868064880371,0.0377056561410427,0.954383909702301,0.4768844842910766,3.7544894218444815,0.8596487045288086,1.6954747438430786,0.0118108335882425,0.0016528114210814,27.772985458374023,0.0406184718012809,0.954728901386261
79952,0.4499722421169281,2.954736590385437,0.9072140753269196,1.5217916369438171,0.01024044211953875,0.00113016506657,29.46572494506836,0.03351804800331585,0.9590593874454498,2.122880458831787,82.29796600341797,0.920767605304718,6.049895286560059,0.0021414710208773,6.93506226525642e-05,41.13400650024414,0.0080965599045157,0.9856799840927124,0.4991346299648285,3.593605756759644,0.918700635433197,1.670369267463684,0.0111516416072845,0.001424255548045,28.4450626373291,0.037677876651287,0.9544153809547424,0.4767998158931732,3.75751256942749,0.8593056201934814,1.69597065448761,0.0117755196988582,0.0016496983589604,27.78115463256836,0.0405802428722381,0.954849362373352
82709,0.4449825882911682,2.8908703327178955,0.9086174368858336,1.5063118934631348,0.0101851737126708,0.0010960884392261,29.59685707092285,0.0330123417079448,0.959011435508728,2.123429775238037,82.0829849243164,0.9219223856925964,6.046322822570801,0.0021444160956889,6.931130337761715e-05,41.13631820678711,0.0080943461507558,0.985694408416748,0.4985615909099579,3.571162462234497,0.9191370606422424,1.6656147241592407,0.0111545585095882,0.0014230021042749,28.44890785217285,0.0376612581312656,0.9544858932495116,0.4755693078041076,3.724822998046875,0.8605654239654541,1.688971757888794,0.0117915496230125,0.0016477961326017,27.78618621826172,0.0405567847192287,0.954934298992157
88223,0.4316444396972656,2.7222096920013428,0.914076030254364,1.4611454010009766,0.0097051439806818,0.0010408569360151,29.821874618530277,0.0321689657866954,0.9598008394241332,2.123429775238037,82.0829849243164,0.9219223856925964,6.046322822570801,0.0021444160956889,6.931130337761715e-05,41.13631820678711,0.0080943461507558,0.985694408416748,0.4985615909099579,3.571162462234497,0.9191370606422424,1.6656147241592407,0.0111545585095882,0.0014230021042749,28.44890785217285,0.0376612581312656,0.9544858932495116,0.4755693078041076,3.724822998046875,0.8605654239654541,1.688971757888794,0.0117915496230125,0.0016477961326017,27.78618621826172,0.0405567847192287,0.954934298992157
93737,0.4265957474708557,2.548495292663574,0.9186795949935912,1.4197511672973633,0.00987477786839,0.001001734053716,29.98776626586914,0.031559482216835,0.9583626985549928,2.123429775238037,82.0829849243164,0.9219223856925964,6.046322822570801,0.0021444160956889,6.931130337761715e-05,41.13631820678711,0.0080943461507558,0.985694408416748,0.4985615909099579,3.571162462234497,0.9191370606422424,1.6656147241592407,0.0111545585095882,0.0014230021042749,28.44890785217285,0.0376612581312656,0.9544858932495116,0.4755693078041076,3.724822998046875,0.8605654239654541,1.688971757888794,0.0117915496230125,0.0016477961326017,27.78618621826172,0.0405567847192287,0.954934298992157
99251,0.4335482716560364,2.6543447971343994,0.9150275588035583,1.4466205835342407,0.0098283840343356,0.0009645067038945,30.15396881103516,0.0309644788503646,0.957835853099823,2.123429775238037,82.0829849243164,0.9219223856925964,6.046322822570801,0.0021444160956889,6.931130337761715e-05,41.13631820678711,0.0080943461507558,0.985694408416748,0.4985615909099579,3.571162462234497,0.9191370606422424,1.6656147241592407,0.0111545585095882,0.0014230021042749,28.44890785217285,0.0376612581312656,0.9544858932495116,0.4755693078041076,3.724822998046875,0.8605654239654541,1.688971757888794,0.0117915496230125,0.0016477961326017,27.78618621826172,0.0405567847192287,0.954934298992157
104765,0.4167415499687195,2.4629907608032227,0.9209843277931212,1.3952655792236328,0.0092318430542945,0.0009329172899015,30.298194885253903,0.0304538514465093,0.9626333713531494,2.123429775238037,82.0829849243164,0.9219223856925964,6.046322822570801,0.0021444160956889,6.931130337761715e-05,41.13631820678711,0.0080943461507558,0.985694408416748,0.4985615909099579,3.571162462234497,0.9191370606422424,1.6656147241592407,0.0111545585095882,0.0014230021042749,28.44890785217285,0.0376612581312656,0.9544858932495116,0.4755693078041076,3.724822998046875,0.8605654239654541,1.688971757888794,0.0117915496230125,0.0016477961326017,27.78618621826172,0.0405567847192287,0.954934298992157
110279,0.421938419342041,2.5914299488067627,0.9169753193855286,1.4297021627426147,0.0093933558091521,0.0009144629002548,30.38616180419922,0.0301490947604179,0.959680438041687,2.123429775238037,82.0829849243164,0.9219223856925964,6.046322822570801,0.0021444160956889,6.931130337761715e-05,41.13631820678711,0.0080943461507558,0.985694408416748,0.4985615909099579,3.571162462234497,0.9191370606422424,1.6656147241592407,0.0111545585095882,0.0014230021042749,28.44890785217285,0.0376612581312656,0.9544858932495116,0.4755693078041076,3.724822998046875,0.8605654239654541,1.688971757888794,0.0117915496230125,0.0016477961326017,27.78618621826172,0.0405567847192287,0.954934298992157
115793,0.412345826625824,2.364018678665161,0.9238719940185548,1.368633270263672,0.0091835549101233,0.0008882409310899,30.51116371154785,0.0297159533947706,0.9624902606010436,2.123429775238037,82.0829849243164,0.9219223856925964,6.046322822570801,0.0021444160956889,6.931130337761715e-05,41.13631820678711,0.0080943461507558,0.985694408416748,0.4985615909099579,3.571162462234497,0.9191370606422424,1.6656147241592407,0.0111545585095882,0.0014230021042749,28.44890785217285,0.0376612581312656,0.9544858932495116,0.4755693078041076,3.724822998046875,0.8605654239654541,1.688971757888794,0.0117915496230125,0.0016477961326017,27.78618621826172,0.0405567847192287,0.954934298992157
121307,0.4066002070903778,2.3313310146331787,0.9249522089958192,1.358088135719299,0.0092347348108887,0.0008711598929949,30.59588623046875,0.0294281784445047,0.960149109363556,2.123429775238037,82.0829849243164,0.9219223856925964,6.046322822570801,0.0021444160956889,6.931130337761715e-05,41.13631820678711,0.0080943461507558,0.985694408416748,0.4985615909099579,3.571162462234497,0.9191370606422424,1.6656147241592407,0.0111545585095882,0.0014230021042749,28.44890785217285,0.0376612581312656,0.9544858932495116,0.4755693078041076,3.724822998046875,0.8605654239654541,1.688971757888794,0.0117915496230125,0.0016477961326017,27.78618621826172,0.0405567847192287,0.954934298992157
126821,0.4075889587402344,2.3356800079345703,0.92446368932724,1.3591254949569702,0.0091124773025512,0.0008590591023676,30.656909942626957,0.0292226243764162,0.9615045189857484,2.123429775238037,82.0829849243164,0.9219223856925964,6.046322822570801,0.0021444160956889,6.931130337761715e-05,41.13631820678711,0.0080943461507558,0.985694408416748,0.4985615909099579,3.571162462234497,0.9191370606422424,1.6656147241592407,0.0111545585095882,0.0014230021042749,28.44890785217285,0.0376612581312656,0.9544858932495116,0.4755693078041076,3.724822998046875,0.8605654239654541,1.688971757888794,0.0117915496230125,0.0016477961326017,27.78618621826172,0.0405567847192287,0.954934298992157
132335,0.4030905961990356,2.3171443939208984,0.92535001039505,1.3541377782821655,0.0087105073034763,0.0008467009756714,30.719667434692383,0.0290119443088769,0.9644697308540344,2.123429775238037,82.0829849243164,0.9219223856925964,6.046322822570801,0.0021444160956889,6.931130337761715e-05,41.13631820678711,0.0080943461507558,0.985694408416748,0.4985615909099579,3.571162462234497,0.9191370606422424,1.6656147241592407,0.0111545585095882,0.0014230021042749,28.44890785217285,0.0376612581312656,0.9544858932495116,0.4755693078041076,3.724822998046875,0.8605654239654541,1.688971757888794,0.0117915496230125,0.0016477961326017,27.78618621826172,0.0405567847192287,0.954934298992157
137849,0.4038089513778686,2.3303589820861816,0.924649178981781,1.3581641912460327,0.0088858110830187,0.0008409463916905,30.74961280822754,0.028912641108036,0.9633962512016296,2.123429775238037,82.0829849243164,0.9219223856925964,6.046322822570801,0.0021444160956889,6.931130337761715e-05,41.13631820678711,0.0080943461507558,0.985694408416748,0.4985615909099579,3.571162462234497,0.9191370606422424,1.6656147241592407,0.0111545585095882,0.0014230021042749,28.44890785217285,0.0376612581312656,0.9544858932495116,0.4755693078041076,3.724822998046875,0.8605654239654541,1.688971757888794,0.0117915496230125,0.0016477961326017,27.78618621826172,0.0405567847192287,0.954934298992157
143363,0.4020830988883972,2.304036855697632,0.925447404384613,1.350678563117981,0.0086814584210515,0.0008347374969162,30.781700134277344,0.0288058649748563,0.964769721031189,2.123429775238037,82.0829849243164,0.9219223856925964,6.046322822570801,0.0021444160956889,6.931130337761715e-05,41.13631820678711,0.0080943461507558,0.985694408416748,0.4985615909099579,3.571162462234497,0.9191370606422424,1.6656147241592407,0.0111545585095882,0.0014230021042749,28.44890785217285,0.0376612581312656,0.9544858932495116,0.4755693078041076,3.724822998046875,0.8605654239654541,1.688971757888794,0.0117915496230125,0.0016477961326017,27.78618621826172,0.0405567847192287,0.954934298992157
148877,0.401567131280899,2.2792766094207764,0.9260562658309937,1.3431720733642578,0.0087311146780848,0.0008314116857945,30.79912757873535,0.028748283162713,0.964878797531128,2.123429775238037,82.0829849243164,0.9219223856925964,6.046322822570801,0.0021444160956889,6.931130337761715e-05,41.13631820678711,0.0080943461507558,0.985694408416748,0.4985615909099579,3.571162462234497,0.9191370606422424,1.6656147241592407,0.0111545585095882,0.0014230021042749,28.44890785217285,0.0376612581312656,0.9544858932495116,0.4755693078041076,3.724822998046875,0.8605654239654541,1.688971757888794,0.0117915496230125,0.0016477961326017,27.78618621826172,0.0405567847192287,0.954934298992157
